rank,breed_id,breed_name,type,loading
120,94,Fila Brasileiro,Dog,0.0
121,275,LaPerm,Cat,0.0
122,261,Devon Rex,Cat,0.0
123,92,Feist,Dog,0.0
124,258,Chinchilla,Cat,0.0
125,90,Entlebucher,Dog,0.0
126,91,Eskimo Dog,Dog,0.0
127,87,English Shepherd,Dog,0.0
128,172,Pharaoh Hound,Dog,0.0
129,27,Belgian Shepherd Tervuren,Dog,0.0
130,84,English Coonhound,Dog,0.0
131,259,Cornish Rex,Cat,0.0
132,216,Sussex Spaniel,Dog,0.0
133,236,Wire-haired Pointing Griffon,Dog,0.0
134,73,Coton de Tulear,Dog,-0.0
135,59,Chesapeake Bay Retriever,Dog,-0.0
136,62,Chinese Foo Dog,Dog,-0.0
137,63,Chinook,Dog,-0.0
138,55,Catahoula Leopard Dog,Dog,-0.0
139,57,Caucasian Sheepdog (Caucasian Ovtcharka),Dog,-0.0
140,54,Carolina Dog,Dog,-0.0
141,53,Cane Corso Mastiff,Dog,-0.0
142,45,Boykin Spaniel,Dog,-0.0
143,43,Bouvier des Flanders,Dog,-0.0
144,41,Borzoi,Dog,-0.0
145,38,Bolognese,Dog,-0.0
146,35,Blue Lacy,Dog,-0.0
147,30,Black and Tan Coonhound,Dog,-0.0
148,28,Bernese Mountain Dog,Dog,-0.0
149,29,Bichon Frise,Dog,-0.0
150,278,Munchkin,Cat,-1e-06
151,139,Kuvasz,Dog,-1.3e-05
152,115,Harrier,Dog,-8.9e-05
153,2,Afghan Hound,Dog,-9.2e-05
154,64,Chocolate Labrador Retriever,Dog,-0.000102
155,40,Border Terrier,Dog,-0.000102
156,123,Irish Terrier,Dog,-0.000102
157,36,Bluetick Coonhound,Dog,-0.000102
158,81,Dutch Shepherd,Dog,-0.000102
159,210,Smooth Fox Terrier,Dog,-0.000102
160,85,English Pointer,Dog,-0.000102
161,93,Field Spaniel,Dog,-0.000102
162,104,German Shorthaired Pointer,Dog,-0.000102
163,167,Papillon,Dog,-0.000109
164,263,Dilute Tortoiseshell,Cat,-0.000112
165,269,Extra-Toes Cat (Hemingway Polydactyl),Cat,-0.000152
166,23,Bedlington Terrier,Dog,-0.000167
167,7,American Bulldog,Dog,-0.000167
168,298,Sphynx (hairless cat),Cat,-0.000167
169,217,Swedish Vallhund,Dog,-0.000167
170,214,Staffordshire Bull Terrier,Dog,-0.000167
171,287,Ragamuffin,Cat,-0.000167
172,154,Mountain Dog,Dog,-0.000167
173,99,Foxhound,Dog,-0.000167
174,165,Old English Sheepdog,Dog,-0.000167
175,3,Airedale Terrier,Dog,-0.000167
176,143,Lancashire Heeler,Dog,-0.000169
177,56,Cattle Dog,Dog,-0.000188
178,199,Setter,Dog,-0.000192
179,159,Norfolk Terrier,Dog,-0.000194
180,125,Irish Wolfhound,Dog,-0.000194
181,61,Chinese Crested Dog,Dog,-0.000199
182,71,Coonhound,Dog,-0.000205
183,176,Pointer,Dog,-0.000205
184,197,Scottish Terrier Scottie,Dog,-0.000205
185,88,English Springer Spaniel,Dog,-0.000205
186,14,Australian Cattle Dog/Blue Heeler,Dog,-0.000205
187,4,Akbash,Dog,-0.000213
188,274,Korat,Cat,-0.000224
189,24,Belgian Shepherd Dog Sheepdog,Dog,-0.000268
190,108,Glen of Imaal Terrier,Dog,-0.000271
191,233,Whippet,Dog,-0.000271
192,148,Manchester Terrier,Dog,-0.000271
193,21,Bearded Collie,Dog,-0.000286
194,248,Birman,Cat,-0.000291
195,256,Chartreux,Cat,-0.000295
196,96,Finnish Spitz,Dog,-0.000303
197,224,Toy Fox Terrier,Dog,-0.00031
198,32,Black Mouth Cur,Dog,-0.00031
199,215,Standard Poodle,Dog,-0.000336
200,132,Kai Dog,Dog,-0.000336
201,145,Lhasa Apso,Dog,-0.000336
202,232,Wheaten Terrier,Dog,-0.000336
203,234,White German Shepherd,Dog,-0.000336
204,11,American Water Spaniel,Dog,-0.000336
205,146,Lowchen,Dog,-0.000337
206,270,Havana,Cat,-0.000353
207,257,Chausie,Cat,-0.000384
208,281,Ocicat,Cat,-0.000384
209,42,Boston Terrier,Dog,-0.000387
210,204,Shiba Inu,Dog,-0.000392
211,16,Australian Shepherd,Dog,-0.000404
212,58,Cavalier King Charles Spaniel,Dog,-0.000432
213,228,Welsh Corgi,Dog,-0.000432
214,1,Affenpinscher,Dog,-0.000442
215,114,Greyhound,Dog,-0.000442
216,202,Shepherd,Dog,-0.000448
217,231,West Highland White Terrier Westie,Dog,-0.00045
218,271,Himalayan,Cat,-0.000468
219,203,Shetland Sheepdog Sheltie,Dog,-0.000483
220,290,Scottish Fold,Cat,-0.000492
221,279,Nebelung,Cat,-0.000503
222,155,Munsterlander,Dog,-0.000508
223,65,Chow Chow,Dog,-0.000508
224,25,Belgian Shepherd Laekenois,Dog,-0.000508
225,122,Irish Setter,Dog,-0.000518
226,293,Siberian,Cat,-0.000527
227,246,Balinese,Cat,-0.00055
228,5,Akita,Dog,-0.00056
229,227,Weimaraner,Dog,-0.000578
230,262,Dilute Calico,Cat,-0.000654
231,150,Mastiff,Dog,-0.000658
232,294,Silver,Cat,-0.000663
233,267,Egyptian Mau,Cat,-0.000674
234,100,French Bulldog,Dog,-0.000682
235,253,Burmilla,Cat,-0.000704
236,280,Norwegian Forest Cat,Cat,-0.000709
237,185,Rat Terrier,Dog,-0.000725
238,190,Saint Bernard,Dog,-0.000743
239,10,American Staffordshire Terrier,Dog,-0.000758
240,31,Black Labrador Retriever,Dog,-0.000854
241,82,English Bulldog,Dog,-0.000858
242,297,Somali,Cat,-0.000858
243,188,Rhodesian Ridgeback,Dog,-0.000889
244,268,Exotic Shorthair,Cat,-0.000923
245,260,Cymric,Cat,-0.000941
246,244,American Wirehair,Cat,-0.000952
247,240,Yorkshire Terrier Yorkie,Dog,-0.00097
248,192,Samoyed,Dog,-0.000988
249,17,Australian Terrier,Dog,-0.000992
250,111,Great Dane,Dog,-0.001015
251,98,Fox Terrier,Dog,-0.001018
252,273,Javanese,Cat,-0.001028
253,272,Japanese Bobtail,Cat,-0.001052
254,15,Australian Kelpie,Dog,-0.001109
255,18,Basenji,Dog,-0.001196
256,277,Manx,Cat,-0.001253
257,178,Pomeranian,Dog,-0.001322
258,296,Snowshoe,Cat,-0.001343
259,239,Yellow Labrador Retriever,Dog,-0.001445
260,187,Retriever,Dog,-0.001454
261,304,Turkish Angora,Cat,-0.00151
262,70,Collie,Dog,-0.001535
263,129,Jack Russell Terrier (Parson Russell Terrier),Dog,-0.001606
264,245,Applehead Siamese,Cat,-0.001689
265,301,Tonkinese,Cat,-0.001718
266,169,Pekingese,Dog,-0.001782
267,83,English Cocker Spaniel,Dog,-0.001827
268,50,Bullmastiff,Dog,-0.001846
269,288,Ragdoll,Cat,-0.001918
270,44,Boxer,Dog,-0.001963
271,147,Maltese,Dog,-0.001987
272,284,Oriental Tabby,Cat,-0.002093
273,200,Shar Pei,Dog,-0.002102
274,19,Basset Hound,Dog,-0.002139
275,49,Bull Terrier,Dog,-0.002813
276,250,Bombay,Cat,-0.002979
277,72,Corgi,Dog,-0.003052
278,182,Pug,Dog,-0.003141
279,117,Hound,Dog,-0.003237
280,249,Bobtail,Cat,-0.003481
281,295,Singapura,Cat,-0.003482
282,305,Turkish Van,Cat,-0.003645
283,289,Russian Blue,Cat,-0.003715
284,39,Border Collie,Dog,-0.003965
285,282,Oriental Long Hair,Cat,-0.004009
286,207,Silky Terrier,Dog,-0.004661
287,173,Pit Bull Terrier,Dog,-0.004736
288,252,Burmese,Cat,-0.005638
289,276,Maine Coon,Cat,-0.00577
290,26,Belgian Shepherd Malinois,Dog,-0.006457
291,241,Abyssinian,Cat,-0.006563
292,300,Tiger,Cat,-0.006639
293,69,Cocker Spaniel,Dog,-0.006656
294,78,Doberman Pinscher,Dog,-0.006918
295,242,American Curl,Cat,-0.007055
296,60,Chihuahua,Dog,-0.007333
297,195,Schnauzer,Dog,-0.010343
298,76,Dalmatian,Dog,-0.01105
299,306,Tuxedo,Cat,-0.022379
300,251,British Shorthair,Cat,-0.022634
301,20,Beagle,Dog,-0.02449
302,128,Jack Russell Terrier,Dog,-0.028329
303,303,Tortoiseshell,Cat,-0.030088
304,283,Oriental Short Hair,Cat,-0.041071
305,247,Bengal,Cat,-0.061078
306,243,American Shorthair,Cat,-0.121964
307,254,Calico,Cat,-0.342088
