rank,breed_id,breed_name,type,loading
245,301,Tonkinese,Cat,-0.001296
246,245,Applehead Siamese,Cat,-0.001297
247,26,Belgian Shepherd Malinois,Dog,-0.001336
248,130,Japanese Chin,Dog,-0.001379
249,273,Javanese,Cat,-0.001413
250,188,Rhodesian Ridgeback,Dog,-0.001437
251,17,Australian Terrier,Dog,-0.001456
252,272,Japanese Bobtail,Cat,-0.001468
253,304,Turkish Angora,Cat,-0.001575
254,277,Manx,Cat,-0.001695
255,202,Shepherd,Dog,-0.001774
256,284,Oriental Tabby,Cat,-0.001873
257,201,Sheep Dog,Dog,-0.001954
258,231,West Highland White Terrier Westie,Dog,-0.002072
259,49,Bull Terrier,Dog,-0.00223
260,288,Ragdoll,Cat,-0.002327
261,19,Basset Hound,Dog,-0.002339
262,24,Belgian Shepherd Dog Sheepdog,Dog,-0.002361
263,44,Boxer,Dog,-0.002396
264,83,English Cocker Spaniel,Dog,-0.002444
265,72,Corgi,Dog,-0.002616
266,207,Silky Terrier,Dog,-0.002742
267,147,Maltese,Dog,-0.002811
268,97,Flat-coated Retriever,Dog,-0.002977
269,237,Wirehaired Terrier,Dog,-0.002977
270,305,Turkish Van,Cat,-0.003147
271,173,Pit Bull Terrier,Dog,-0.003267
272,250,Bombay,Cat,-0.003586
273,282,Oriental Long Hair,Cat,-0.004139
274,289,Russian Blue,Cat,-0.004274
275,249,Bobtail,Cat,-0.004461
276,276,Maine Coon,Cat,-0.004484
277,295,Singapura,Cat,-0.004518
278,200,Shar Pei,Dog,-0.005051
279,75,Dachshund,Dog,-0.005088
280,39,Border Collie,Dog,-0.005406
281,252,Burmese,Cat,-0.005524
282,242,American Curl,Cat,-0.005858
283,300,Tiger,Cat,-0.006759
284,241,Abyssinian,Cat,-0.00714
285,76,Dalmatian,Dog,-0.007999
286,60,Chihuahua,Dog,-0.008254
287,78,Doberman Pinscher,Dog,-0.009401
288,251,British Shorthair,Cat,-0.0097
289,303,Tortoiseshell,Cat,-0.013151
290,69,Cocker Spaniel,Dog,-0.013189
291,206,Siberian Husky,Dog,-0.01643
292,152,Miniature Pinscher,Dog,-0.017006
293,119,Husky,Dog,-0.017123
294,213,Spitz,Dog,-0.017466
295,306,Tuxedo,Cat,-0.018217
296,128,Jack Russell Terrier,Dog,-0.019377
297,195,Schnauzer,Dog,-0.022283
298,247,Bengal,Cat,-0.028328
299,283,Oriental Short Hair,Cat,-0.034594
300,20,Beagle,Dog,-0.04048
301,189,Rottweiler,Dog,-0.042329
302,103,German Shepherd Dog,Dog,-0.055369
303,243,American Shorthair,Cat,-0.060325
304,254,Calico,Cat,-0.066544
305,218,Terrier,Dog,-0.115413
306,179,Poodle,Dog,-0.232273
307,109,Golden Retriever,Dog,-0.333208
